,NC,NN,MC,MN,V,D1C,D1N,D2C,D2N,D3C,D3N,D4C,D4N
522,1,Brasil,30,Número-índice,236.67,1,Brasil,201002,2º trimestre 2010,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93408,Importação de bens e serviços (-)
523,1,Brasil,30,Número-índice,173.59,1,Brasil,201003,3º trimestre 2010,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90687,Agropecuária - total
524,1,Brasil,30,Número-índice,142.29,1,Brasil,201003,3º trimestre 2010,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90691,Indústria - total
525,1,Brasil,30,Número-índice,163.82,1,Brasil,201003,3º trimestre 2010,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90696,Serviços - total
526,1,Brasil,30,Número-índice,160.35,1,Brasil,201003,3º trimestre 2010,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90707,PIB a preços de mercado
527,1,Brasil,30,Número-índice,162.08,1,Brasil,201003,3º trimestre 2010,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93404,Despesa de consumo das famílias
528,1,Brasil,30,Número-índice,141.31,1,Brasil,201003,3º trimestre 2010,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93405,Despesa de consumo da administração pública
529,1,Brasil,30,Número-índice,173.95,1,Brasil,201003,3º trimestre 2010,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93406,Formação bruta de capital fixo
530,1,Brasil,30,Número-índice,255.97,1,Brasil,201003,3º trimestre 2010,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93407,Exportação de bens e serviços
531,1,Brasil,30,Número-índice,254.21,1,Brasil,201003,3º trimestre 2010,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93408,Importação de bens e serviços (-)
532,1,Brasil,30,Número-índice,176.76,1,Brasil,201004,4º trimestre 2010,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90687,Agropecuária - total
533,1,Brasil,30,Número-índice,144.46,1,Brasil,201004,4º trimestre 2010,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90691,Indústria - total
534,1,Brasil,30,Número-índice,165.65,1,Brasil,201004,4º trimestre 2010,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90696,Serviços - total
535,1,Brasil,30,Número-índice,162.54,1,Brasil,201004,4º trimestre 2010,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90707,PIB a preços de mercado
536,1,Brasil,30,Número-índice,165.25,1,Brasil,201004,4º trimestre 2010,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93404,Despesa de consumo das famílias
537,1,Brasil,30,Número-índice,141.82,1,Brasil,201004,4º trimestre 2010,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93405,Despesa de consumo da administração pública
538,1,Brasil,30,Número-índice,175.58,1,Brasil,201004,4º trimestre 2010,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93406,Formação bruta de capital fixo
539,1,Brasil,30,Número-índice,258.07,1,Brasil,201004,4º trimestre 2010,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93407,Exportação de bens e serviços
540,1,Brasil,30,Número-índice,256.47,1,Brasil,201004,4º trimestre 2010,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93408,Importação de bens e serviços (-)
541,1,Brasil,30,Número-índice,180.89,1,Brasil,201101,1º trimestre 2011,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90687,Agropecuária - total
542,1,Brasil,30,Número-índice,145.29,1,Brasil,201101,1º trimestre 2011,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90691,Indústria - total
543,1,Brasil,30,Número-índice,167.15,1,Brasil,201101,1º trimestre 2011,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90696,Serviços - total
544,1,Brasil,30,Número-índice,164.94,1,Brasil,201101,1º trimestre 2011,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90707,PIB a preços de mercado
545,1,Brasil,30,Número-índice,166.87,1,Brasil,201101,1º trimestre 2011,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93404,Despesa de consumo das famílias
546,1,Brasil,30,Número-índice,142.94,1,Brasil,201101,1º trimestre 2011,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93405,Despesa de consumo da administração pública
547,1,Brasil,30,Número-índice,180.22,1,Brasil,201101,1º trimestre 2011,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93406,Formação bruta de capital fixo
548,1,Brasil,30,Número-índice,262.37,1,Brasil,201101,1º trimestre 2011,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93407,Exportação de bens e serviços
549,1,Brasil,30,Número-índice,256.31,1,Brasil,201101,1º trimestre 2011,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93408,Importação de bens e serviços (-)
550,1,Brasil,30,Número-índice,179.03,1,Brasil,201102,2º trimestre 2011,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90687,Agropecuária - total
551,1,Brasil,30,Número-índice,149.20,1,Brasil,201102,2º trimestre 2011,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90691,Indústria - total
552,1,Brasil,30,Número-índice,168.40,1,Brasil,201102,2º trimestre 2011,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90696,Serviços - total
553,1,Brasil,30,Número-índice,166.38,1,Brasil,201102,2º trimestre 2011,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90707,PIB a preços de mercado
554,1,Brasil,30,Número-índice,169.24,1,Brasil,201102,2º trimestre 2011,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93404,Despesa de consumo das famílias
555,1,Brasil,30,Número-índice,144.33,1,Brasil,201102,2º trimestre 2011,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93405,Despesa de consumo da administração pública
556,1,Brasil,30,Número-índice,183.06,1,Brasil,201102,2º trimestre 2011,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93406,Formação bruta de capital fixo
557,1,Brasil,30,Número-índice,264.98,1,Brasil,201102,2º trimestre 2011,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93407,Exportação de bens e serviços
558,1,Brasil,30,Número-índice,268.87,1,Brasil,201102,2º trimestre 2011,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93408,Importação de bens e serviços (-)
559,1,Brasil,30,Número-índice,188.14,1,Brasil,201103,3º trimestre 2011,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90687,Agropecuária - total
560,1,Brasil,30,Número-índice,147.97,1,Brasil,201103,3º trimestre 2011,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90691,Indústria - total
561,1,Brasil,30,Número-índice,168.48,1,Brasil,201103,3º trimestre 2011,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90696,Serviços - total
562,1,Brasil,30,Número-índice,166.12,1,Brasil,201103,3º trimestre 2011,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90707,PIB a preços de mercado
563,1,Brasil,30,Número-índice,168.61,1,Brasil,201103,3º trimestre 2011,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93404,Despesa de consumo das famílias
564,1,Brasil,30,Número-índice,143.76,1,Brasil,201103,3º trimestre 2011,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93405,Despesa de consumo da administração pública
565,1,Brasil,30,Número-índice,184.81,1,Brasil,201103,3º trimestre 2011,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93406,Formação bruta de capital fixo
566,1,Brasil,30,Número-índice,269.95,1,Brasil,201103,3º trimestre 2011,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93407,Exportação de bens e serviços
567,1,Brasil,30,Número-índice,270.79,1,Brasil,201103,3º trimestre 2011,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93408,Importação de bens e serviços (-)
568,1,Brasil,30,Número-índice,197.57,1,Brasil,201104,4º trimestre 2011,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90687,Agropecuária - total
569,1,Brasil,30,Número-índice,147.57,1,Brasil,201104,4º trimestre 2011,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90691,Indústria - total
570,1,Brasil,30,Número-índice,169.15,1,Brasil,201104,4º trimestre 2011,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90696,Serviços - total
571,1,Brasil,30,Número-índice,167.62,1,Brasil,201104,4º trimestre 2011,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90707,PIB a preços de mercado
572,1,Brasil,30,Número-índice,169.33,1,Brasil,201104,4º trimestre 2011,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93404,Despesa de consumo das famílias
573,1,Brasil,30,Número-índice,143.44,1,Brasil,201104,4º trimestre 2011,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93405,Despesa de consumo da administração pública
574,1,Brasil,30,Número-índice,185.39,1,Brasil,201104,4º trimestre 2011,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93406,Formação bruta de capital fixo
575,1,Brasil,30,Número-índice,272.62,1,Brasil,201104,4º trimestre 2011,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93407,Exportação de bens e serviços
576,1,Brasil,30,Número-índice,274.81,1,Brasil,201104,4º trimestre 2011,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93408,Importação de bens e serviços (-)
577,1,Brasil,30,Número-índice,158.85,1,Brasil,201201,1º trimestre 2012,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90687,Agropecuária - total
578,1,Brasil,30,Número-índice,148.27,1,Brasil,201201,1º trimestre 2012,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90691,Indústria - total
579,1,Brasil,30,Número-índice,170.68,1,Brasil,201201,1º trimestre 2012,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90696,Serviços - total
580,1,Brasil,30,Número-índice,165.37,1,Brasil,201201,1º trimestre 2012,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90707,PIB a preços de mercado
581,1,Brasil,30,Número-índice,171.73,1,Brasil,201201,1º trimestre 2012,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93404,Despesa de consumo das famílias
582,1,Brasil,30,Número-índice,146.31,1,Brasil,201201,1º trimestre 2012,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93405,Despesa de consumo da administração pública
583,1,Brasil,30,Número-índice,184.84,1,Brasil,201201,1º trimestre 2012,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93406,Formação bruta de capital fixo
584,1,Brasil,30,Número-índice,269.90,1,Brasil,201201,1º trimestre 2012,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93407,Exportação de bens e serviços
585,1,Brasil,30,Número-índice,271.65,1,Brasil,201201,1º trimestre 2012,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93408,Importação de bens e serviços (-)
586,1,Brasil,30,Número-índice,178.47,1,Brasil,201202,2º trimestre 2012,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90687,Agropecuária - total
587,1,Brasil,30,Número-índice,144.55,1,Brasil,201202,2º trimestre 2012,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90691,Indústria - total
588,1,Brasil,30,Número-índice,172.48,1,Brasil,201202,2º trimestre 2012,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90696,Serviços - total
589,1,Brasil,30,Número-índice,168.16,1,Brasil,201202,2º trimestre 2012,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90707,PIB a preços de mercado
590,1,Brasil,30,Número-índice,173.09,1,Brasil,201202,2º trimestre 2012,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93404,Despesa de consumo das famílias
591,1,Brasil,30,Número-índice,147.16,1,Brasil,201202,2º trimestre 2012,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93405,Despesa de consumo da administração pública
592,1,Brasil,30,Número-índice,184.84,1,Brasil,201202,2º trimestre 2012,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93406,Formação bruta de capital fixo
593,1,Brasil,30,Número-índice,260.87,1,Brasil,201202,2º trimestre 2012,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93407,Exportação de bens e serviços
594,1,Brasil,30,Número-índice,274.71,1,Brasil,201202,2º trimestre 2012,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93408,Importação de bens e serviços (-)
595,1,Brasil,30,Número-índice,198.62,1,Brasil,201203,3º trimestre 2012,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90687,Agropecuária - total
596,1,Brasil,30,Número-índice,147.13,1,Brasil,201203,3º trimestre 2012,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90691,Indústria - total
597,1,Brasil,30,Número-índice,174.11,1,Brasil,201203,3º trimestre 2012,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90696,Serviços - total
598,1,Brasil,30,Número-índice,171.08,1,Brasil,201203,3º trimestre 2012,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90707,PIB a preços de mercado
599,1,Brasil,30,Número-índice,175.42,1,Brasil,201203,3º trimestre 2012,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93404,Despesa de consumo das famílias
600,1,Brasil,30,Número-índice,146.42,1,Brasil,201203,3º trimestre 2012,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93405,Despesa de consumo da administração pública
601,1,Brasil,30,Número-índice,183.02,1,Brasil,201203,3º trimestre 2012,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93406,Formação bruta de capital fixo
602,1,Brasil,30,Número-índice,266.57,1,Brasil,201203,3º trimestre 2012,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93407,Exportação de bens e serviços
603,1,Brasil,30,Número-índice,257.49,1,Brasil,201203,3º trimestre 2012,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93408,Importação de bens e serviços (-)
604,1,Brasil,30,Número-índice,188.41,1,Brasil,201204,4º trimestre 2012,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90687,Agropecuária - total
605,1,Brasil,30,Número-índice,145.89,1,Brasil,201204,4º trimestre 2012,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90691,Indústria - total
606,1,Brasil,30,Número-índice,175.34,1,Brasil,201204,4º trimestre 2012,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90696,Serviços - total
607,1,Brasil,30,Número-índice,171.19,1,Brasil,201204,4º trimestre 2012,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90707,PIB a preços de mercado
608,1,Brasil,30,Número-índice,177.27,1,Brasil,201204,4º trimestre 2012,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93404,Despesa de consumo das famílias
609,1,Brasil,30,Número-índice,147.73,1,Brasil,201204,4º trimestre 2012,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93405,Despesa de consumo da administração pública
610,1,Brasil,30,Número-índice,186.85,1,Brasil,201204,4º trimestre 2012,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93406,Formação bruta de capital fixo
611,1,Brasil,30,Número-índice,274.64,1,Brasil,201204,4º trimestre 2012,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93407,Exportação de bens e serviços
612,1,Brasil,30,Número-índice,280.68,1,Brasil,201204,4º trimestre 2012,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93408,Importação de bens e serviços (-)
613,1,Brasil,30,Número-índice,190.00,1,Brasil,201301,1º trimestre 2013,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90687,Agropecuária - total
614,1,Brasil,30,Número-índice,145.72,1,Brasil,201301,1º trimestre 2013,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90691,Indústria - total
615,1,Brasil,30,Número-índice,175.34,1,Brasil,201301,1º trimestre 2013,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90696,Serviços - total
616,1,Brasil,30,Número-índice,172.03,1,Brasil,201301,1º trimestre 2013,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90707,PIB a preços de mercado
617,1,Brasil,30,Número-índice,178.14,1,Brasil,201301,1º trimestre 2013,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93404,Despesa de consumo das famílias
618,1,Brasil,30,Número-índice,146.47,1,Brasil,201301,1º trimestre 2013,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93405,Despesa de consumo da administração pública
619,1,Brasil,30,Número-índice,189.18,1,Brasil,201301,1º trimestre 2013,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93406,Formação bruta de capital fixo
620,1,Brasil,30,Número-índice,266.24,1,Brasil,201301,1º trimestre 2013,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93407,Exportação de bens e serviços
621,1,Brasil,30,Número-índice,288.02,1,Brasil,201301,1º trimestre 2013,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93408,Importação de bens e serviços (-)
622,1,Brasil,30,Número-índice,196.32,1,Brasil,201302,2º trimestre 2013,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90687,Agropecuária - total
623,1,Brasil,30,Número-índice,151.24,1,Brasil,201302,2º trimestre 2013,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90691,Indústria - total
624,1,Brasil,30,Número-índice,177.90,1,Brasil,201302,2º trimestre 2013,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90696,Serviços - total
625,1,Brasil,30,Número-índice,174.55,1,Brasil,201302,2º trimestre 2013,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90707,PIB a preços de mercado
626,1,Brasil,30,Número-índice,180.44,1,Brasil,201302,2º trimestre 2013,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93404,Despesa de consumo das famílias
627,1,Brasil,30,Número-índice,148.79,1,Brasil,201302,2º trimestre 2013,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93405,Despesa de consumo da administração pública
628,1,Brasil,30,Número-índice,200.28,1,Brasil,201302,2º trimestre 2013,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93406,Formação bruta de capital fixo
629,1,Brasil,30,Número-índice,272.63,1,Brasil,201302,2º trimestre 2013,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93407,Exportação de bens e serviços
630,1,Brasil,30,Número-índice,292.98,1,Brasil,201302,2º trimestre 2013,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93408,Importação de bens e serviços (-)
631,1,Brasil,30,Número-índice,195.75,1,Brasil,201303,3º trimestre 2013,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90687,Agropecuária - total
632,1,Brasil,30,Número-índice,151.38,1,Brasil,201303,3º trimestre 2013,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90691,Indústria - total
633,1,Brasil,30,Número-índice,178.96,1,Brasil,201303,3º trimestre 2013,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90696,Serviços - total
634,1,Brasil,30,Número-índice,175.25,1,Brasil,201303,3º trimestre 2013,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90707,PIB a preços de mercado
635,1,Brasil,30,Número-índice,181.69,1,Brasil,201303,3º trimestre 2013,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93404,Despesa de consumo das famílias
636,1,Brasil,30,Número-índice,149.84,1,Brasil,201303,3º trimestre 2013,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93405,Despesa de consumo da administração pública
637,1,Brasil,30,Número-índice,197.35,1,Brasil,201303,3º trimestre 2013,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93406,Formação bruta de capital fixo
638,1,Brasil,30,Número-índice,268.16,1,Brasil,201303,3º trimestre 2013,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93407,Exportação de bens e serviços
639,1,Brasil,30,Número-índice,287.08,1,Brasil,201303,3º trimestre 2013,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93408,Importação de bens e serviços (-)
640,1,Brasil,30,Número-índice,198.38,1,Brasil,201304,4º trimestre 2013,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90687,Agropecuária - total
641,1,Brasil,30,Número-índice,150.15,1,Brasil,201304,4º trimestre 2013,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90691,Indústria - total
642,1,Brasil,30,Número-índice,179.52,1,Brasil,201304,4º trimestre 2013,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90696,Serviços - total
643,1,Brasil,30,Número-índice,175.56,1,Brasil,201304,4º trimestre 2013,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90707,PIB a preços de mercado
644,1,Brasil,30,Número-índice,181.48,1,Brasil,201304,4º trimestre 2013,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93404,Despesa de consumo das famílias
645,1,Brasil,30,Número-índice,151.42,1,Brasil,201304,4º trimestre 2013,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93405,Despesa de consumo da administração pública
646,1,Brasil,30,Número-índice,195.38,1,Brasil,201304,4º trimestre 2013,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93406,Formação bruta de capital fixo
647,1,Brasil,30,Número-índice,286.87,1,Brasil,201304,4º trimestre 2013,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93407,Exportação de bens e serviços
648,1,Brasil,30,Número-índice,288.52,1,Brasil,201304,4º trimestre 2013,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93408,Importação de bens e serviços (-)
649,1,Brasil,30,Número-índice,199.81,1,Brasil,201401,1º trimestre 2014,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90687,Agropecuária - total
650,1,Brasil,30,Número-índice,150.64,1,Brasil,201401,1º trimestre 2014,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90691,Indústria - total
651,1,Brasil,30,Número-índice,180.11,1,Brasil,201401,1º trimestre 2014,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90696,Serviços - total
652,1,Brasil,30,Número-índice,176.90,1,Brasil,201401,1º trimestre 2014,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90707,PIB a preços de mercado
653,1,Brasil,30,Número-índice,184.44,1,Brasil,201401,1º trimestre 2014,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93404,Despesa de consumo das famílias
654,1,Brasil,30,Número-índice,149.63,1,Brasil,201401,1º trimestre 2014,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93405,Despesa de consumo da administração pública
655,1,Brasil,30,Número-índice,196.19,1,Brasil,201401,1º trimestre 2014,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93406,Formação bruta de capital fixo
656,1,Brasil,30,Número-índice,271.05,1,Brasil,201401,1º trimestre 2014,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93407,Exportação de bens e serviços
657,1,Brasil,30,Número-índice,285.23,1,Brasil,201401,1º trimestre 2014,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93408,Importação de bens e serviços (-)
658,1,Brasil,30,Número-índice,196.35,1,Brasil,201402,2º trimestre 2014,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90687,Agropecuária - total
659,1,Brasil,30,Número-índice,146.15,1,Brasil,201402,2º trimestre 2014,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90691,Indústria - total
660,1,Brasil,30,Número-índice,179.23,1,Brasil,201402,2º trimestre 2014,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90696,Serviços - total
661,1,Brasil,30,Número-índice,174.55,1,Brasil,201402,2º trimestre 2014,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90707,PIB a preços de mercado
662,1,Brasil,30,Número-índice,183.42,1,Brasil,201402,2º trimestre 2014,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93404,Despesa de consumo das famílias
663,1,Brasil,30,Número-índice,150.59,1,Brasil,201402,2º trimestre 2014,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93405,Despesa de consumo da administração pública
664,1,Brasil,30,Número-índice,187.50,1,Brasil,201402,2º trimestre 2014,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93406,Formação bruta de capital fixo
665,1,Brasil,30,Número-índice,266.65,1,Brasil,201402,2º trimestre 2014,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93407,Exportação de bens e serviços
666,1,Brasil,30,Número-índice,281.65,1,Brasil,201402,2º trimestre 2014,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),93408,Importação de bens e serviços (-)
667,1,Brasil,30,Número-índice,200.63,1,Brasil,201403,3º trimestre 2014,584,Série encadeada do índice de volume trimestral com ajuste sazonal (Base: média 1995 = 100),90687,Agropecuária - total
