,NC,NN,MC,MN,V,D1C,D1N,D2C,D2N,D3C,D3N,D4C,D4N
0,Nível Territorial (Código),Nível Territorial,Unidade de Medida (Código),Unidade de Medida,Valor,Região Metropolitana (Código),Região Metropolitana,Mês (Código),Mês,Variável (Código),Variável,"Geral, grupo, subgrupo, item e subitem (Código)","Geral, grupo, subgrupo, item e subitem"
1,7,Região Metropolitana,2,%,0.39,1501,Belém - PA,202001,janeiro 2020,69,IPCA - Variação acumulada no ano,7169,Índice geral
2,7,Região Metropolitana,2,%,0.61,1501,Belém - PA,202002,fevereiro 2020,69,IPCA - Variação acumulada no ano,7169,Índice geral
3,7,Região Metropolitana,2,%,0.44,1501,Belém - PA,202003,março 2020,69,IPCA - Variação acumulada no ano,7169,Índice geral
4,7,Região Metropolitana,2,%,0.31,1501,Belém - PA,202004,abril 2020,69,IPCA - Variação acumulada no ano,7169,Índice geral
5,7,Região Metropolitana,2,%,-0.08,1501,Belém - PA,202005,maio 2020,69,IPCA - Variação acumulada no ano,7169,Índice geral
6,7,Região Metropolitana,2,%,-0.27,1501,Belém - PA,202006,junho 2020,69,IPCA - Variação acumulada no ano,7169,Índice geral
7,7,Região Metropolitana,2,%,0.46,1501,Belém - PA,202007,julho 2020,69,IPCA - Variação acumulada no ano,7169,Índice geral
8,7,Região Metropolitana,2,%,0.42,1501,Belém - PA,202008,agosto 2020,69,IPCA - Variação acumulada no ano,7169,Índice geral
9,7,Região Metropolitana,2,%,1.37,1501,Belém - PA,202009,setembro 2020,69,IPCA - Variação acumulada no ano,7169,Índice geral
10,7,Região Metropolitana,2,%,2.57,1501,Belém - PA,202010,outubro 2020,69,IPCA - Variação acumulada no ano,7169,Índice geral
11,7,Região Metropolitana,2,%,3.07,1501,Belém - PA,202011,novembro 2020,69,IPCA - Variação acumulada no ano,7169,Índice geral
12,7,Região Metropolitana,2,%,4.63,1501,Belém - PA,202012,dezembro 2020,69,IPCA - Variação acumulada no ano,7169,Índice geral
13,7,Região Metropolitana,2,%,-0.03,1501,Belém - PA,202101,janeiro 2021,69,IPCA - Variação acumulada no ano,7169,Índice geral
14,7,Região Metropolitana,2,%,1.37,1501,Belém - PA,202102,fevereiro 2021,69,IPCA - Variação acumulada no ano,7169,Índice geral
15,7,Região Metropolitana,2,%,2.18,1501,Belém - PA,202103,março 2021,69,IPCA - Variação acumulada no ano,7169,Índice geral
16,7,Região Metropolitana,2,%,2.90,1501,Belém - PA,202104,abril 2021,69,IPCA - Variação acumulada no ano,7169,Índice geral
17,7,Região Metropolitana,2,%,3.39,1501,Belém - PA,202105,maio 2021,69,IPCA - Variação acumulada no ano,7169,Índice geral
18,7,Região Metropolitana,2,%,3.63,1501,Belém - PA,202106,junho 2021,69,IPCA - Variação acumulada no ano,7169,Índice geral
19,7,Região Metropolitana,2,%,4.56,1501,Belém - PA,202107,julho 2021,69,IPCA - Variação acumulada no ano,7169,Índice geral
20,7,Região Metropolitana,2,%,5.35,1501,Belém - PA,202108,agosto 2021,69,IPCA - Variação acumulada no ano,7169,Índice geral
21,7,Região Metropolitana,2,%,6.44,1501,Belém - PA,202109,setembro 2021,69,IPCA - Variação acumulada no ano,7169,Índice geral
22,7,Região Metropolitana,2,%,7.12,1501,Belém - PA,202110,outubro 2021,69,IPCA - Variação acumulada no ano,7169,Índice geral
23,7,Região Metropolitana,2,%,7.08,1501,Belém - PA,202111,novembro 2021,69,IPCA - Variação acumulada no ano,7169,Índice geral
24,7,Região Metropolitana,2,%,8.10,1501,Belém - PA,202112,dezembro 2021,69,IPCA - Variação acumulada no ano,7169,Índice geral
25,7,Região Metropolitana,2,%,0.65,1501,Belém - PA,202201,janeiro 2022,69,IPCA - Variação acumulada no ano,7169,Índice geral
26,7,Região Metropolitana,2,%,1.62,1501,Belém - PA,202202,fevereiro 2022,69,IPCA - Variação acumulada no ano,7169,Índice geral
27,7,Região Metropolitana,2,%,3.12,1501,Belém - PA,202203,março 2022,69,IPCA - Variação acumulada no ano,7169,Índice geral
28,7,Região Metropolitana,2,%,4.37,1501,Belém - PA,202204,abril 2022,69,IPCA - Variação acumulada no ano,7169,Índice geral
29,7,Região Metropolitana,2,%,4.75,1501,Belém - PA,202205,maio 2022,69,IPCA - Variação acumulada no ano,7169,Índice geral
30,7,Região Metropolitana,2,%,5.02,1501,Belém - PA,202206,junho 2022,69,IPCA - Variação acumulada no ano,7169,Índice geral
31,7,Região Metropolitana,2,%,3.66,1501,Belém - PA,202207,julho 2022,69,IPCA - Variação acumulada no ano,7169,Índice geral
32,7,Região Metropolitana,2,%,3.84,1501,Belém - PA,202208,agosto 2022,69,IPCA - Variação acumulada no ano,7169,Índice geral
33,7,Região Metropolitana,2,%,3.83,1501,Belém - PA,202209,setembro 2022,69,IPCA - Variação acumulada no ano,7169,Índice geral
34,7,Região Metropolitana,2,%,4.36,1501,Belém - PA,202210,outubro 2022,69,IPCA - Variação acumulada no ano,7169,Índice geral
35,7,Região Metropolitana,2,%,4.46,1501,Belém - PA,202211,novembro 2022,69,IPCA - Variação acumulada no ano,7169,Índice geral
36,7,Região Metropolitana,2,%,5.56,1501,Belém - PA,202212,dezembro 2022,69,IPCA - Variação acumulada no ano,7169,Índice geral
37,7,Região Metropolitana,2,%,0.41,1501,Belém - PA,202301,janeiro 2023,69,IPCA - Variação acumulada no ano,7169,Índice geral
38,7,Região Metropolitana,2,%,1.27,1501,Belém - PA,202302,fevereiro 2023,69,IPCA - Variação acumulada no ano,7169,Índice geral
39,7,Região Metropolitana,2,%,2.12,1501,Belém - PA,202303,março 2023,69,IPCA - Variação acumulada no ano,7169,Índice geral
40,7,Região Metropolitana,2,%,2.69,1501,Belém - PA,202304,abril 2023,69,IPCA - Variação acumulada no ano,7169,Índice geral
41,7,Região Metropolitana,2,%,2.70,1501,Belém - PA,202305,maio 2023,69,IPCA - Variação acumulada no ano,7169,Índice geral
42,7,Região Metropolitana,2,%,2.60,1501,Belém - PA,202306,junho 2023,69,IPCA - Variação acumulada no ano,7169,Índice geral
43,7,Região Metropolitana,2,%,2.87,1501,Belém - PA,202307,julho 2023,69,IPCA - Variação acumulada no ano,7169,Índice geral
44,7,Região Metropolitana,2,%,3.52,1501,Belém - PA,202308,agosto 2023,69,IPCA - Variação acumulada no ano,7169,Índice geral
45,7,Região Metropolitana,2,%,0.28,2301,Fortaleza - CE,202001,janeiro 2020,69,IPCA - Variação acumulada no ano,7169,Índice geral
46,7,Região Metropolitana,2,%,1.08,2301,Fortaleza - CE,202002,fevereiro 2020,69,IPCA - Variação acumulada no ano,7169,Índice geral
47,7,Região Metropolitana,2,%,1.29,2301,Fortaleza - CE,202003,março 2020,69,IPCA - Variação acumulada no ano,7169,Índice geral
48,7,Região Metropolitana,2,%,1.17,2301,Fortaleza - CE,202004,abril 2020,69,IPCA - Variação acumulada no ano,7169,Índice geral
49,7,Região Metropolitana,2,%,0.64,2301,Fortaleza - CE,202005,maio 2020,69,IPCA - Variação acumulada no ano,7169,Índice geral
50,7,Região Metropolitana,2,%,0.98,2301,Fortaleza - CE,202006,junho 2020,69,IPCA - Variação acumulada no ano,7169,Índice geral
51,7,Região Metropolitana,2,%,1.55,2301,Fortaleza - CE,202007,julho 2020,69,IPCA - Variação acumulada no ano,7169,Índice geral
52,7,Região Metropolitana,2,%,1.32,2301,Fortaleza - CE,202008,agosto 2020,69,IPCA - Variação acumulada no ano,7169,Índice geral
53,7,Região Metropolitana,2,%,2.55,2301,Fortaleza - CE,202009,setembro 2020,69,IPCA - Variação acumulada no ano,7169,Índice geral
54,7,Região Metropolitana,2,%,3.40,2301,Fortaleza - CE,202010,outubro 2020,69,IPCA - Variação acumulada no ano,7169,Índice geral
55,7,Região Metropolitana,2,%,4.23,2301,Fortaleza - CE,202011,novembro 2020,69,IPCA - Variação acumulada no ano,7169,Índice geral
56,7,Região Metropolitana,2,%,5.74,2301,Fortaleza - CE,202012,dezembro 2020,69,IPCA - Variação acumulada no ano,7169,Índice geral
57,7,Região Metropolitana,2,%,0.36,2301,Fortaleza - CE,202101,janeiro 2021,69,IPCA - Variação acumulada no ano,7169,Índice geral
58,7,Região Metropolitana,2,%,1.85,2301,Fortaleza - CE,202102,fevereiro 2021,69,IPCA - Variação acumulada no ano,7169,Índice geral
59,7,Região Metropolitana,2,%,2.59,2301,Fortaleza - CE,202103,março 2021,69,IPCA - Variação acumulada no ano,7169,Índice geral
60,7,Região Metropolitana,2,%,3.36,2301,Fortaleza - CE,202104,abril 2021,69,IPCA - Variação acumulada no ano,7169,Índice geral
61,7,Região Metropolitana,2,%,4.50,2301,Fortaleza - CE,202105,maio 2021,69,IPCA - Variação acumulada no ano,7169,Índice geral
62,7,Região Metropolitana,2,%,5.11,2301,Fortaleza - CE,202106,junho 2021,69,IPCA - Variação acumulada no ano,7169,Índice geral
63,7,Região Metropolitana,2,%,6.08,2301,Fortaleza - CE,202107,julho 2021,69,IPCA - Variação acumulada no ano,7169,Índice geral
64,7,Região Metropolitana,2,%,6.54,2301,Fortaleza - CE,202108,agosto 2021,69,IPCA - Variação acumulada no ano,7169,Índice geral
65,7,Região Metropolitana,2,%,7.84,2301,Fortaleza - CE,202109,setembro 2021,69,IPCA - Variação acumulada no ano,7169,Índice geral
66,7,Região Metropolitana,2,%,8.87,2301,Fortaleza - CE,202110,outubro 2021,69,IPCA - Variação acumulada no ano,7169,Índice geral
67,7,Região Metropolitana,2,%,10.03,2301,Fortaleza - CE,202111,novembro 2021,69,IPCA - Variação acumulada no ano,7169,Índice geral
68,7,Região Metropolitana,2,%,10.63,2301,Fortaleza - CE,202112,dezembro 2021,69,IPCA - Variação acumulada no ano,7169,Índice geral
69,7,Região Metropolitana,2,%,0.73,2301,Fortaleza - CE,202201,janeiro 2022,69,IPCA - Variação acumulada no ano,7169,Índice geral
70,7,Região Metropolitana,2,%,1.50,2301,Fortaleza - CE,202202,fevereiro 2022,69,IPCA - Variação acumulada no ano,7169,Índice geral
71,7,Região Metropolitana,2,%,3.21,2301,Fortaleza - CE,202203,março 2022,69,IPCA - Variação acumulada no ano,7169,Índice geral
72,7,Região Metropolitana,2,%,4.23,2301,Fortaleza - CE,202204,abril 2022,69,IPCA - Variação acumulada no ano,7169,Índice geral
73,7,Região Metropolitana,2,%,5.69,2301,Fortaleza - CE,202205,maio 2022,69,IPCA - Variação acumulada no ano,7169,Índice geral
74,7,Região Metropolitana,2,%,6.34,2301,Fortaleza - CE,202206,junho 2022,69,IPCA - Variação acumulada no ano,7169,Índice geral
75,7,Região Metropolitana,2,%,5.65,2301,Fortaleza - CE,202207,julho 2022,69,IPCA - Variação acumulada no ano,7169,Índice geral
76,7,Região Metropolitana,2,%,4.87,2301,Fortaleza - CE,202208,agosto 2022,69,IPCA - Variação acumulada no ano,7169,Índice geral
77,7,Região Metropolitana,2,%,4.19,2301,Fortaleza - CE,202209,setembro 2022,69,IPCA - Variação acumulada no ano,7169,Índice geral
78,7,Região Metropolitana,2,%,4.82,2301,Fortaleza - CE,202210,outubro 2022,69,IPCA - Variação acumulada no ano,7169,Índice geral
79,7,Região Metropolitana,2,%,5.12,2301,Fortaleza - CE,202211,novembro 2022,69,IPCA - Variação acumulada no ano,7169,Índice geral
80,7,Região Metropolitana,2,%,5.76,2301,Fortaleza - CE,202212,dezembro 2022,69,IPCA - Variação acumulada no ano,7169,Índice geral
81,7,Região Metropolitana,2,%,0.86,2301,Fortaleza - CE,202301,janeiro 2023,69,IPCA - Variação acumulada no ano,7169,Índice geral
82,7,Região Metropolitana,2,%,1.60,2301,Fortaleza - CE,202302,fevereiro 2023,69,IPCA - Variação acumulada no ano,7169,Índice geral
83,7,Região Metropolitana,2,%,1.96,2301,Fortaleza - CE,202303,março 2023,69,IPCA - Variação acumulada no ano,7169,Índice geral
84,7,Região Metropolitana,2,%,2.53,2301,Fortaleza - CE,202304,abril 2023,69,IPCA - Variação acumulada no ano,7169,Índice geral
85,7,Região Metropolitana,2,%,3.10,2301,Fortaleza - CE,202305,maio 2023,69,IPCA - Variação acumulada no ano,7169,Índice geral
86,7,Região Metropolitana,2,%,2.69,2301,Fortaleza - CE,202306,junho 2023,69,IPCA - Variação acumulada no ano,7169,Índice geral
87,7,Região Metropolitana,2,%,2.86,2301,Fortaleza - CE,202307,julho 2023,69,IPCA - Variação acumulada no ano,7169,Índice geral
88,7,Região Metropolitana,2,%,3.62,2301,Fortaleza - CE,202308,agosto 2023,69,IPCA - Variação acumulada no ano,7169,Índice geral
89,7,Região Metropolitana,2,%,0.30,2601,Recife - PE,202001,janeiro 2020,69,IPCA - Variação acumulada no ano,7169,Índice geral
90,7,Região Metropolitana,2,%,0.68,2601,Recife - PE,202002,fevereiro 2020,69,IPCA - Variação acumulada no ano,7169,Índice geral
91,7,Região Metropolitana,2,%,0.99,2601,Recife - PE,202003,março 2020,69,IPCA - Variação acumulada no ano,7169,Índice geral
92,7,Região Metropolitana,2,%,0.79,2601,Recife - PE,202004,abril 2020,69,IPCA - Variação acumulada no ano,7169,Índice geral
93,7,Região Metropolitana,2,%,0.61,2601,Recife - PE,202005,maio 2020,69,IPCA - Variação acumulada no ano,7169,Índice geral
94,7,Região Metropolitana,2,%,1.12,2601,Recife - PE,202006,junho 2020,69,IPCA - Variação acumulada no ano,7169,Índice geral
95,7,Região Metropolitana,2,%,1.52,2601,Recife - PE,202007,julho 2020,69,IPCA - Variação acumulada no ano,7169,Índice geral
96,7,Região Metropolitana,2,%,1.98,2601,Recife - PE,202008,agosto 2020,69,IPCA - Variação acumulada no ano,7169,Índice geral
97,7,Região Metropolitana,2,%,2.78,2601,Recife - PE,202009,setembro 2020,69,IPCA - Variação acumulada no ano,7169,Índice geral
98,7,Região Metropolitana,2,%,3.62,2601,Recife - PE,202010,outubro 2020,69,IPCA - Variação acumulada no ano,7169,Índice geral
99,7,Região Metropolitana,2,%,4.00,2601,Recife - PE,202011,novembro 2020,69,IPCA - Variação acumulada no ano,7169,Índice geral
100,7,Região Metropolitana,2,%,5.66,2601,Recife - PE,202012,dezembro 2020,69,IPCA - Variação acumulada no ano,7169,Índice geral
101,7,Região Metropolitana,2,%,0.50,2601,Recife - PE,202101,janeiro 2021,69,IPCA - Variação acumulada no ano,7169,Índice geral
102,7,Região Metropolitana,2,%,1.28,2601,Recife - PE,202102,fevereiro 2021,69,IPCA - Variação acumulada no ano,7169,Índice geral
103,7,Região Metropolitana,2,%,1.91,2601,Recife - PE,202103,março 2021,69,IPCA - Variação acumulada no ano,7169,Índice geral
104,7,Região Metropolitana,2,%,2.40,2601,Recife - PE,202104,abril 2021,69,IPCA - Variação acumulada no ano,7169,Índice geral
105,7,Região Metropolitana,2,%,3.18,2601,Recife - PE,202105,maio 2021,69,IPCA - Variação acumulada no ano,7169,Índice geral
106,7,Região Metropolitana,2,%,4.13,2601,Recife - PE,202106,junho 2021,69,IPCA - Variação acumulada no ano,7169,Índice geral
107,7,Região Metropolitana,2,%,5.14,2601,Recife - PE,202107,julho 2021,69,IPCA - Variação acumulada no ano,7169,Índice geral
108,7,Região Metropolitana,2,%,5.84,2601,Recife - PE,202108,agosto 2021,69,IPCA - Variação acumulada no ano,7169,Índice geral
109,7,Região Metropolitana,2,%,7.00,2601,Recife - PE,202109,setembro 2021,69,IPCA - Variação acumulada no ano,7169,Índice geral
110,7,Região Metropolitana,2,%,8.17,2601,Recife - PE,202110,outubro 2021,69,IPCA - Variação acumulada no ano,7169,Índice geral
111,7,Região Metropolitana,2,%,9.27,2601,Recife - PE,202111,novembro 2021,69,IPCA - Variação acumulada no ano,7169,Índice geral
112,7,Região Metropolitana,2,%,10.42,2601,Recife - PE,202112,dezembro 2021,69,IPCA - Variação acumulada no ano,7169,Índice geral
113,7,Região Metropolitana,2,%,0.41,2601,Recife - PE,202201,janeiro 2022,69,IPCA - Variação acumulada no ano,7169,Índice geral
114,7,Região Metropolitana,2,%,1.38,2601,Recife - PE,202202,fevereiro 2022,69,IPCA - Variação acumulada no ano,7169,Índice geral
115,7,Região Metropolitana,2,%,2.94,2601,Recife - PE,202203,março 2022,69,IPCA - Variação acumulada no ano,7169,Índice geral
116,7,Região Metropolitana,2,%,4.09,2601,Recife - PE,202204,abril 2022,69,IPCA - Variação acumulada no ano,7169,Índice geral
117,7,Região Metropolitana,2,%,4.67,2601,Recife - PE,202205,maio 2022,69,IPCA - Variação acumulada no ano,7169,Índice geral
118,7,Região Metropolitana,2,%,5.85,2601,Recife - PE,202206,junho 2022,69,IPCA - Variação acumulada no ano,7169,Índice geral
119,7,Região Metropolitana,2,%,5.41,2601,Recife - PE,202207,julho 2022,69,IPCA - Variação acumulada no ano,7169,Índice geral
120,7,Região Metropolitana,2,%,3.94,2601,Recife - PE,202208,agosto 2022,69,IPCA - Variação acumulada no ano,7169,Índice geral
121,7,Região Metropolitana,2,%,3.49,2601,Recife - PE,202209,setembro 2022,69,IPCA - Variação acumulada no ano,7169,Índice geral
122,7,Região Metropolitana,2,%,4.47,2601,Recife - PE,202210,outubro 2022,69,IPCA - Variação acumulada no ano,7169,Índice geral
123,7,Região Metropolitana,2,%,4.88,2601,Recife - PE,202211,novembro 2022,69,IPCA - Variação acumulada no ano,7169,Índice geral
124,7,Região Metropolitana,2,%,5.80,2601,Recife - PE,202212,dezembro 2022,69,IPCA - Variação acumulada no ano,7169,Índice geral
125,7,Região Metropolitana,2,%,0.03,2601,Recife - PE,202301,janeiro 2023,69,IPCA - Variação acumulada no ano,7169,Índice geral
126,7,Região Metropolitana,2,%,1.03,2601,Recife - PE,202302,fevereiro 2023,69,IPCA - Variação acumulada no ano,7169,Índice geral
127,7,Região Metropolitana,2,%,1.65,2601,Recife - PE,202303,março 2023,69,IPCA - Variação acumulada no ano,7169,Índice geral
128,7,Região Metropolitana,2,%,1.81,2601,Recife - PE,202304,abril 2023,69,IPCA - Variação acumulada no ano,7169,Índice geral
129,7,Região Metropolitana,2,%,2.23,2601,Recife - PE,202305,maio 2023,69,IPCA - Variação acumulada no ano,7169,Índice geral
130,7,Região Metropolitana,2,%,2.52,2601,Recife - PE,202306,junho 2023,69,IPCA - Variação acumulada no ano,7169,Índice geral
131,7,Região Metropolitana,2,%,2.93,2601,Recife - PE,202307,julho 2023,69,IPCA - Variação acumulada no ano,7169,Índice geral
132,7,Região Metropolitana,2,%,3.31,2601,Recife - PE,202308,agosto 2023,69,IPCA - Variação acumulada no ano,7169,Índice geral
133,7,Região Metropolitana,2,%,0.34,2901,Salvador - BA,202001,janeiro 2020,69,IPCA - Variação acumulada no ano,7169,Índice geral
134,7,Região Metropolitana,2,%,0.50,2901,Salvador - BA,202002,fevereiro 2020,69,IPCA - Variação acumulada no ano,7169,Índice geral
135,7,Região Metropolitana,2,%,0.67,2901,Salvador - BA,202003,março 2020,69,IPCA - Variação acumulada no ano,7169,Índice geral
136,7,Região Metropolitana,2,%,0.51,2901,Salvador - BA,202004,abril 2020,69,IPCA - Variação acumulada no ano,7169,Índice geral
137,7,Região Metropolitana,2,%,0.04,2901,Salvador - BA,202005,maio 2020,69,IPCA - Variação acumulada no ano,7169,Índice geral
138,7,Região Metropolitana,2,%,0.72,2901,Salvador - BA,202006,junho 2020,69,IPCA - Variação acumulada no ano,7169,Índice geral
139,7,Região Metropolitana,2,%,1.34,2901,Salvador - BA,202007,julho 2020,69,IPCA - Variação acumulada no ano,7169,Índice geral
140,7,Região Metropolitana,2,%,1.48,2901,Salvador - BA,202008,agosto 2020,69,IPCA - Variação acumulada no ano,7169,Índice geral
141,7,Região Metropolitana,2,%,1.71,2901,Salvador - BA,202009,setembro 2020,69,IPCA - Variação acumulada no ano,7169,Índice geral
142,7,Região Metropolitana,2,%,2.16,2901,Salvador - BA,202010,outubro 2020,69,IPCA - Variação acumulada no ano,7169,Índice geral
143,7,Região Metropolitana,2,%,3.36,2901,Salvador - BA,202011,novembro 2020,69,IPCA - Variação acumulada no ano,7169,Índice geral
144,7,Região Metropolitana,2,%,4.31,2901,Salvador - BA,202012,dezembro 2020,69,IPCA - Variação acumulada no ano,7169,Índice geral
145,7,Região Metropolitana,2,%,0.26,2901,Salvador - BA,202101,janeiro 2021,69,IPCA - Variação acumulada no ano,7169,Índice geral
146,7,Região Metropolitana,2,%,1.19,2901,Salvador - BA,202102,fevereiro 2021,69,IPCA - Variação acumulada no ano,7169,Índice geral
147,7,Região Metropolitana,2,%,2.01,2901,Salvador - BA,202103,março 2021,69,IPCA - Variação acumulada no ano,7169,Índice geral
148,7,Região Metropolitana,2,%,2.10,2901,Salvador - BA,202104,abril 2021,69,IPCA - Variação acumulada no ano,7169,Índice geral
149,7,Região Metropolitana,2,%,3.24,2901,Salvador - BA,202105,maio 2021,69,IPCA - Variação acumulada no ano,7169,Índice geral
150,7,Região Metropolitana,2,%,4.13,2901,Salvador - BA,202106,junho 2021,69,IPCA - Variação acumulada no ano,7169,Índice geral
151,7,Região Metropolitana,2,%,4.91,2901,Salvador - BA,202107,julho 2021,69,IPCA - Variação acumulada no ano,7169,Índice geral
152,7,Região Metropolitana,2,%,5.64,2901,Salvador - BA,202108,agosto 2021,69,IPCA - Variação acumulada no ano,7169,Índice geral
153,7,Região Metropolitana,2,%,6.81,2901,Salvador - BA,202109,setembro 2021,69,IPCA - Variação acumulada no ano,7169,Índice geral
154,7,Região Metropolitana,2,%,8.11,2901,Salvador - BA,202110,outubro 2021,69,IPCA - Variação acumulada no ano,7169,Índice geral
155,7,Região Metropolitana,2,%,9.64,2901,Salvador - BA,202111,novembro 2021,69,IPCA - Variação acumulada no ano,7169,Índice geral
156,7,Região Metropolitana,2,%,10.78,2901,Salvador - BA,202112,dezembro 2021,69,IPCA - Variação acumulada no ano,7169,Índice geral
157,7,Região Metropolitana,2,%,0.86,2901,Salvador - BA,202201,janeiro 2022,69,IPCA - Variação acumulada no ano,7169,Índice geral
158,7,Região Metropolitana,2,%,1.70,2901,Salvador - BA,202202,fevereiro 2022,69,IPCA - Variação acumulada no ano,7169,Índice geral
159,7,Região Metropolitana,2,%,3.26,2901,Salvador - BA,202203,março 2022,69,IPCA - Variação acumulada no ano,7169,Índice geral
160,7,Região Metropolitana,2,%,3.95,2901,Salvador - BA,202204,abril 2022,69,IPCA - Variação acumulada no ano,7169,Índice geral
161,7,Região Metropolitana,2,%,5.29,2901,Salvador - BA,202205,maio 2022,69,IPCA - Variação acumulada no ano,7169,Índice geral
162,7,Região Metropolitana,2,%,6.60,2901,Salvador - BA,202206,junho 2022,69,IPCA - Variação acumulada no ano,7169,Índice geral
163,7,Região Metropolitana,2,%,5.48,2901,Salvador - BA,202207,julho 2022,69,IPCA - Variação acumulada no ano,7169,Índice geral
164,7,Região Metropolitana,2,%,5.30,2901,Salvador - BA,202208,agosto 2022,69,IPCA - Variação acumulada no ano,7169,Índice geral
165,7,Região Metropolitana,2,%,4.97,2901,Salvador - BA,202209,setembro 2022,69,IPCA - Variação acumulada no ano,7169,Índice geral
166,7,Região Metropolitana,2,%,5.61,2901,Salvador - BA,202210,outubro 2022,69,IPCA - Variação acumulada no ano,7169,Índice geral
167,7,Região Metropolitana,2,%,5.88,2901,Salvador - BA,202211,novembro 2022,69,IPCA - Variação acumulada no ano,7169,Índice geral
168,7,Região Metropolitana,2,%,6.29,2901,Salvador - BA,202212,dezembro 2022,69,IPCA - Variação acumulada no ano,7169,Índice geral
169,7,Região Metropolitana,2,%,1.09,2901,Salvador - BA,202301,janeiro 2023,69,IPCA - Variação acumulada no ano,7169,Índice geral
170,7,Região Metropolitana,2,%,1.90,2901,Salvador - BA,202302,fevereiro 2023,69,IPCA - Variação acumulada no ano,7169,Índice geral
171,7,Região Metropolitana,2,%,2.36,2901,Salvador - BA,202303,março 2023,69,IPCA - Variação acumulada no ano,7169,Índice geral
172,7,Região Metropolitana,2,%,2.87,2901,Salvador - BA,202304,abril 2023,69,IPCA - Variação acumulada no ano,7169,Índice geral
173,7,Região Metropolitana,2,%,3.23,2901,Salvador - BA,202305,maio 2023,69,IPCA - Variação acumulada no ano,7169,Índice geral
174,7,Região Metropolitana,2,%,3.00,2901,Salvador - BA,202306,junho 2023,69,IPCA - Variação acumulada no ano,7169,Índice geral
175,7,Região Metropolitana,2,%,3.26,2901,Salvador - BA,202307,julho 2023,69,IPCA - Variação acumulada no ano,7169,Índice geral
176,7,Região Metropolitana,2,%,3.44,2901,Salvador - BA,202308,agosto 2023,69,IPCA - Variação acumulada no ano,7169,Índice geral
177,7,Região Metropolitana,2,%,0.20,3101,Belo Horizonte - MG,202001,janeiro 2020,69,IPCA - Variação acumulada no ano,7169,Índice geral
178,7,Região Metropolitana,2,%,0.70,3101,Belo Horizonte - MG,202002,fevereiro 2020,69,IPCA - Variação acumulada no ano,7169,Índice geral
179,7,Região Metropolitana,2,%,0.75,3101,Belo Horizonte - MG,202003,março 2020,69,IPCA - Variação acumulada no ano,7169,Índice geral
180,7,Região Metropolitana,2,%,0.53,3101,Belo Horizonte - MG,202004,abril 2020,69,IPCA - Variação acumulada no ano,7169,Índice geral
181,7,Região Metropolitana,2,%,-0.07,3101,Belo Horizonte - MG,202005,maio 2020,69,IPCA - Variação acumulada no ano,7169,Índice geral
182,7,Região Metropolitana,2,%,-0.02,3101,Belo Horizonte - MG,202006,junho 2020,69,IPCA - Variação acumulada no ano,7169,Índice geral
183,7,Região Metropolitana,2,%,0.37,3101,Belo Horizonte - MG,202007,julho 2020,69,IPCA - Variação acumulada no ano,7169,Índice geral
184,7,Região Metropolitana,2,%,0.58,3101,Belo Horizonte - MG,202008,agosto 2020,69,IPCA - Variação acumulada no ano,7169,Índice geral
185,7,Região Metropolitana,2,%,1.34,3101,Belo Horizonte - MG,202009,setembro 2020,69,IPCA - Variação acumulada no ano,7169,Índice geral
186,7,Região Metropolitana,2,%,2.43,3101,Belo Horizonte - MG,202010,outubro 2020,69,IPCA - Variação acumulada no ano,7169,Índice geral
187,7,Região Metropolitana,2,%,3.41,3101,Belo Horizonte - MG,202011,novembro 2020,69,IPCA - Variação acumulada no ano,7169,Índice geral
188,7,Região Metropolitana,2,%,4.99,3101,Belo Horizonte - MG,202012,dezembro 2020,69,IPCA - Variação acumulada no ano,7169,Índice geral
189,7,Região Metropolitana,2,%,0.33,3101,Belo Horizonte - MG,202101,janeiro 2021,69,IPCA - Variação acumulada no ano,7169,Índice geral
190,7,Região Metropolitana,2,%,1.06,3101,Belo Horizonte - MG,202102,fevereiro 2021,69,IPCA - Variação acumulada no ano,7169,Índice geral
191,7,Região Metropolitana,2,%,2.25,3101,Belo Horizonte - MG,202103,março 2021,69,IPCA - Variação acumulada no ano,7169,Índice geral
192,7,Região Metropolitana,2,%,2.63,3101,Belo Horizonte - MG,202104,abril 2021,69,IPCA - Variação acumulada no ano,7169,Índice geral
193,7,Região Metropolitana,2,%,3.44,3101,Belo Horizonte - MG,202105,maio 2021,69,IPCA - Variação acumulada no ano,7169,Índice geral
194,7,Região Metropolitana,2,%,3.87,3101,Belo Horizonte - MG,202106,junho 2021,69,IPCA - Variação acumulada no ano,7169,Índice geral
195,7,Região Metropolitana,2,%,4.61,3101,Belo Horizonte - MG,202107,julho 2021,69,IPCA - Variação acumulada no ano,7169,Índice geral
196,7,Região Metropolitana,2,%,5.06,3101,Belo Horizonte - MG,202108,agosto 2021,69,IPCA - Variação acumulada no ano,7169,Índice geral
197,7,Região Metropolitana,2,%,6.47,3101,Belo Horizonte - MG,202109,setembro 2021,69,IPCA - Variação acumulada no ano,7169,Índice geral
198,7,Região Metropolitana,2,%,7.77,3101,Belo Horizonte - MG,202110,outubro 2021,69,IPCA - Variação acumulada no ano,7169,Índice geral
199,7,Região Metropolitana,2,%,8.77,3101,Belo Horizonte - MG,202111,novembro 2021,69,IPCA - Variação acumulada no ano,7169,Índice geral
