,NC,NN,MC,MN,V,D1C,D1N,D2C,D2N,D3C,D3N
261,1,Brasil,30,Número-índice,1768.5700000000000,1,Brasil,200108,agosto 2001,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
262,1,Brasil,30,Número-índice,1773.5200000000000,1,Brasil,200109,setembro 2001,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
263,1,Brasil,30,Número-índice,1788.2400000000000,1,Brasil,200110,outubro 2001,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
264,1,Brasil,30,Número-índice,1800.9400000000000,1,Brasil,200111,novembro 2001,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
265,1,Brasil,30,Número-índice,1812.6500000000000,1,Brasil,200112,dezembro 2001,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
266,1,Brasil,30,Número-índice,1822.0800000000000,1,Brasil,200201,janeiro 2002,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
267,1,Brasil,30,Número-índice,1828.6400000000000,1,Brasil,200202,fevereiro 2002,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
268,1,Brasil,30,Número-índice,1839.6100000000000,1,Brasil,200203,março 2002,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
269,1,Brasil,30,Número-índice,1854.3300000000000,1,Brasil,200204,abril 2002,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
270,1,Brasil,30,Número-índice,1858.2200000000000,1,Brasil,200205,maio 2002,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
271,1,Brasil,30,Número-índice,1866.0200000000000,1,Brasil,200206,junho 2002,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
272,1,Brasil,30,Número-índice,1888.2300000000000,1,Brasil,200207,julho 2002,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
273,1,Brasil,30,Número-índice,1900.5000000000000,1,Brasil,200208,agosto 2002,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
274,1,Brasil,30,Número-índice,1914.1800000000000,1,Brasil,200209,setembro 2002,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
275,1,Brasil,30,Número-índice,1939.2600000000000,1,Brasil,200210,outubro 2002,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
276,1,Brasil,30,Número-índice,1997.8300000000000,1,Brasil,200211,novembro 2002,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
277,1,Brasil,30,Número-índice,2039.7800000000000,1,Brasil,200212,dezembro 2002,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
278,1,Brasil,30,Número-índice,2085.6800000000000,1,Brasil,200301,janeiro 2003,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
279,1,Brasil,30,Número-índice,2118.4300000000000,1,Brasil,200302,fevereiro 2003,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
280,1,Brasil,30,Número-índice,2144.4900000000000,1,Brasil,200303,março 2003,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
281,1,Brasil,30,Número-índice,2165.2900000000000,1,Brasil,200304,abril 2003,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
282,1,Brasil,30,Número-índice,2178.5000000000000,1,Brasil,200305,maio 2003,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
283,1,Brasil,30,Número-índice,2175.2300000000000,1,Brasil,200306,junho 2003,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
284,1,Brasil,30,Número-índice,2179.5800000000000,1,Brasil,200307,julho 2003,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
285,1,Brasil,30,Número-índice,2186.9900000000000,1,Brasil,200308,agosto 2003,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
286,1,Brasil,30,Número-índice,2204.0500000000000,1,Brasil,200309,setembro 2003,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
287,1,Brasil,30,Número-índice,2210.4400000000000,1,Brasil,200310,outubro 2003,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
288,1,Brasil,30,Número-índice,2217.9600000000000,1,Brasil,200311,novembro 2003,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
289,1,Brasil,30,Número-índice,2229.4900000000000,1,Brasil,200312,dezembro 2003,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
290,1,Brasil,30,Número-índice,2246.4300000000000,1,Brasil,200401,janeiro 2004,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
291,1,Brasil,30,Número-índice,2260.1300000000000,1,Brasil,200402,fevereiro 2004,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
292,1,Brasil,30,Número-índice,2270.7500000000000,1,Brasil,200403,março 2004,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
293,1,Brasil,30,Número-índice,2279.1500000000000,1,Brasil,200404,abril 2004,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
294,1,Brasil,30,Número-índice,2290.7700000000000,1,Brasil,200405,maio 2004,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
295,1,Brasil,30,Número-índice,2307.0300000000000,1,Brasil,200406,junho 2004,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
296,1,Brasil,30,Número-índice,2328.0200000000000,1,Brasil,200407,julho 2004,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
297,1,Brasil,30,Número-índice,2344.0800000000000,1,Brasil,200408,agosto 2004,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
298,1,Brasil,30,Número-índice,2351.8200000000000,1,Brasil,200409,setembro 2004,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
299,1,Brasil,30,Número-índice,2362.1700000000000,1,Brasil,200410,outubro 2004,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
300,1,Brasil,30,Número-índice,2378.4700000000000,1,Brasil,200411,novembro 2004,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
301,1,Brasil,30,Número-índice,2398.9200000000000,1,Brasil,200412,dezembro 2004,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
302,1,Brasil,30,Número-índice,2412.8300000000000,1,Brasil,200501,janeiro 2005,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
303,1,Brasil,30,Número-índice,2427.0700000000000,1,Brasil,200502,fevereiro 2005,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
304,1,Brasil,30,Número-índice,2441.8700000000000,1,Brasil,200503,março 2005,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
305,1,Brasil,30,Número-índice,2463.1100000000000,1,Brasil,200504,abril 2005,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
306,1,Brasil,30,Número-índice,2475.1800000000000,1,Brasil,200505,maio 2005,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
307,1,Brasil,30,Número-índice,2474.6800000000000,1,Brasil,200506,junho 2005,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
308,1,Brasil,30,Número-índice,2480.8700000000000,1,Brasil,200507,julho 2005,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
309,1,Brasil,30,Número-índice,2485.0900000000000,1,Brasil,200508,agosto 2005,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
310,1,Brasil,30,Número-índice,2493.7900000000000,1,Brasil,200509,setembro 2005,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
311,1,Brasil,30,Número-índice,2512.4900000000000,1,Brasil,200510,outubro 2005,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
312,1,Brasil,30,Número-índice,2526.3100000000000,1,Brasil,200511,novembro 2005,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
313,1,Brasil,30,Número-índice,2535.4000000000000,1,Brasil,200512,dezembro 2005,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
314,1,Brasil,30,Número-índice,2550.3600000000000,1,Brasil,200601,janeiro 2006,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
315,1,Brasil,30,Número-índice,2560.8200000000000,1,Brasil,200602,fevereiro 2006,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
316,1,Brasil,30,Número-índice,2571.8300000000000,1,Brasil,200603,março 2006,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
317,1,Brasil,30,Número-índice,2577.2300000000000,1,Brasil,200604,abril 2006,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
318,1,Brasil,30,Número-índice,2579.8100000000000,1,Brasil,200605,maio 2006,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
319,1,Brasil,30,Número-índice,2574.3900000000000,1,Brasil,200606,junho 2006,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
320,1,Brasil,30,Número-índice,2579.2800000000000,1,Brasil,200607,julho 2006,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
321,1,Brasil,30,Número-índice,2580.5700000000000,1,Brasil,200608,agosto 2006,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
322,1,Brasil,30,Número-índice,2585.9900000000000,1,Brasil,200609,setembro 2006,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
323,1,Brasil,30,Número-índice,2594.5200000000000,1,Brasil,200610,outubro 2006,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
324,1,Brasil,30,Número-índice,2602.5600000000000,1,Brasil,200611,novembro 2006,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
325,1,Brasil,30,Número-índice,2615.0500000000000,1,Brasil,200612,dezembro 2006,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
326,1,Brasil,30,Número-índice,2626.5600000000000,1,Brasil,200701,janeiro 2007,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
327,1,Brasil,30,Número-índice,2638.1200000000000,1,Brasil,200702,fevereiro 2007,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
328,1,Brasil,30,Número-índice,2647.8800000000000,1,Brasil,200703,março 2007,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
329,1,Brasil,30,Número-índice,2654.5000000000000,1,Brasil,200704,abril 2007,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
330,1,Brasil,30,Número-índice,2661.9300000000000,1,Brasil,200705,maio 2007,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
331,1,Brasil,30,Número-índice,2669.3800000000000,1,Brasil,200706,junho 2007,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
332,1,Brasil,30,Número-índice,2675.7900000000000,1,Brasil,200707,julho 2007,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
333,1,Brasil,30,Número-índice,2688.3700000000000,1,Brasil,200708,agosto 2007,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
334,1,Brasil,30,Número-índice,2693.2100000000000,1,Brasil,200709,setembro 2007,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
335,1,Brasil,30,Número-índice,2701.2900000000000,1,Brasil,200710,outubro 2007,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
336,1,Brasil,30,Número-índice,2711.5500000000000,1,Brasil,200711,novembro 2007,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
337,1,Brasil,30,Número-índice,2731.6200000000000,1,Brasil,200712,dezembro 2007,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
338,1,Brasil,30,Número-índice,2746.3700000000000,1,Brasil,200801,janeiro 2008,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
339,1,Brasil,30,Número-índice,2759.8300000000000,1,Brasil,200802,fevereiro 2008,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
340,1,Brasil,30,Número-índice,2773.0800000000000,1,Brasil,200803,março 2008,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
341,1,Brasil,30,Número-índice,2788.3300000000000,1,Brasil,200804,abril 2008,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
342,1,Brasil,30,Número-índice,2810.3600000000000,1,Brasil,200805,maio 2008,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
343,1,Brasil,30,Número-índice,2831.1600000000000,1,Brasil,200806,junho 2008,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
344,1,Brasil,30,Número-índice,2846.1600000000000,1,Brasil,200807,julho 2008,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
345,1,Brasil,30,Número-índice,2854.1300000000000,1,Brasil,200808,agosto 2008,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
346,1,Brasil,30,Número-índice,2861.5500000000000,1,Brasil,200809,setembro 2008,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
347,1,Brasil,30,Número-índice,2874.4300000000000,1,Brasil,200810,outubro 2008,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
348,1,Brasil,30,Número-índice,2884.7800000000000,1,Brasil,200811,novembro 2008,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
349,1,Brasil,30,Número-índice,2892.8600000000000,1,Brasil,200812,dezembro 2008,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
350,1,Brasil,30,Número-índice,2906.7400000000000,1,Brasil,200901,janeiro 2009,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
351,1,Brasil,30,Número-índice,2922.7300000000000,1,Brasil,200902,fevereiro 2009,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
352,1,Brasil,30,Número-índice,2928.5700000000000,1,Brasil,200903,março 2009,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
353,1,Brasil,30,Número-índice,2942.6300000000000,1,Brasil,200904,abril 2009,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
354,1,Brasil,30,Número-índice,2956.4600000000000,1,Brasil,200905,maio 2009,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
355,1,Brasil,30,Número-índice,2967.1000000000000,1,Brasil,200906,junho 2009,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
356,1,Brasil,30,Número-índice,2974.2200000000000,1,Brasil,200907,julho 2009,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
357,1,Brasil,30,Número-índice,2978.6800000000000,1,Brasil,200908,agosto 2009,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
358,1,Brasil,30,Número-índice,2985.8300000000000,1,Brasil,200909,setembro 2009,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
359,1,Brasil,30,Número-índice,2994.1900000000000,1,Brasil,200910,outubro 2009,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
360,1,Brasil,30,Número-índice,3006.4700000000000,1,Brasil,200911,novembro 2009,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
361,1,Brasil,30,Número-índice,3017.5900000000000,1,Brasil,200912,dezembro 2009,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
362,1,Brasil,30,Número-índice,3040.2200000000000,1,Brasil,201001,janeiro 2010,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
363,1,Brasil,30,Número-índice,3063.9300000000000,1,Brasil,201002,fevereiro 2010,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
364,1,Brasil,30,Número-índice,3079.8600000000000,1,Brasil,201003,março 2010,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
365,1,Brasil,30,Número-índice,3097.4200000000000,1,Brasil,201004,abril 2010,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
366,1,Brasil,30,Número-índice,3110.7400000000000,1,Brasil,201005,maio 2010,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
367,1,Brasil,30,Número-índice,3110.7400000000000,1,Brasil,201006,junho 2010,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
368,1,Brasil,30,Número-índice,3111.0500000000000,1,Brasil,201007,julho 2010,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
369,1,Brasil,30,Número-índice,3112.2900000000000,1,Brasil,201008,agosto 2010,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
370,1,Brasil,30,Número-índice,3126.2900000000000,1,Brasil,201009,setembro 2010,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
371,1,Brasil,30,Número-índice,3149.7400000000000,1,Brasil,201010,outubro 2010,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
372,1,Brasil,30,Número-índice,3175.8800000000000,1,Brasil,201011,novembro 2010,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
373,1,Brasil,30,Número-índice,3195.8900000000000,1,Brasil,201012,dezembro 2010,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
374,1,Brasil,30,Número-índice,3222.4200000000000,1,Brasil,201101,janeiro 2011,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
375,1,Brasil,30,Número-índice,3248.2000000000000,1,Brasil,201102,fevereiro 2011,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
376,1,Brasil,30,Número-índice,3273.8600000000000,1,Brasil,201103,março 2011,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
377,1,Brasil,30,Número-índice,3299.0700000000000,1,Brasil,201104,abril 2011,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
378,1,Brasil,30,Número-índice,3314.5800000000000,1,Brasil,201105,maio 2011,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
379,1,Brasil,30,Número-índice,3319.5500000000000,1,Brasil,201106,junho 2011,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
380,1,Brasil,30,Número-índice,3324.8600000000000,1,Brasil,201107,julho 2011,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
381,1,Brasil,30,Número-índice,3337.1600000000000,1,Brasil,201108,agosto 2011,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
382,1,Brasil,30,Número-índice,3354.8500000000000,1,Brasil,201109,setembro 2011,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
383,1,Brasil,30,Número-índice,3369.2800000000000,1,Brasil,201110,outubro 2011,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
384,1,Brasil,30,Número-índice,3386.8000000000000,1,Brasil,201111,novembro 2011,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
385,1,Brasil,30,Número-índice,3403.7300000000000,1,Brasil,201112,dezembro 2011,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
386,1,Brasil,30,Número-índice,3422.7900000000000,1,Brasil,201201,janeiro 2012,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
387,1,Brasil,30,Número-índice,3438.1900000000000,1,Brasil,201202,fevereiro 2012,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
388,1,Brasil,30,Número-índice,3445.4100000000000,1,Brasil,201203,março 2012,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
389,1,Brasil,30,Número-índice,3467.4600000000000,1,Brasil,201204,abril 2012,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
390,1,Brasil,30,Número-índice,3479.9400000000000,1,Brasil,201205,maio 2012,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
391,1,Brasil,30,Número-índice,3482.7200000000000,1,Brasil,201206,junho 2012,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
392,1,Brasil,30,Número-índice,3497.7000000000000,1,Brasil,201207,julho 2012,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
393,1,Brasil,30,Número-índice,3512.0400000000000,1,Brasil,201208,agosto 2012,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
394,1,Brasil,30,Número-índice,3532.0600000000000,1,Brasil,201209,setembro 2012,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
395,1,Brasil,30,Número-índice,3552.9000000000000,1,Brasil,201210,outubro 2012,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
396,1,Brasil,30,Número-índice,3574.2200000000000,1,Brasil,201211,novembro 2012,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
397,1,Brasil,30,Número-índice,3602.4600000000000,1,Brasil,201212,dezembro 2012,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
398,1,Brasil,30,Número-índice,3633.4400000000000,1,Brasil,201301,janeiro 2013,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
399,1,Brasil,30,Número-índice,3655.2400000000000,1,Brasil,201302,fevereiro 2013,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
400,1,Brasil,30,Número-índice,3672.4200000000000,1,Brasil,201303,março 2013,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
401,1,Brasil,30,Número-índice,3692.6200000000000,1,Brasil,201304,abril 2013,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
402,1,Brasil,30,Número-índice,3706.2800000000000,1,Brasil,201305,maio 2013,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
403,1,Brasil,30,Número-índice,3715.9200000000000,1,Brasil,201306,junho 2013,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
404,1,Brasil,30,Número-índice,3717.0300000000000,1,Brasil,201307,julho 2013,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
405,1,Brasil,30,Número-índice,3725.9500000000000,1,Brasil,201308,agosto 2013,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
406,1,Brasil,30,Número-índice,3738.9900000000000,1,Brasil,201309,setembro 2013,2266,IPCA - Número-índice (base: dezembro de 1993 = 100)
